sample_id,original_audio,label,label_id,source,genre,generator,audio_path,track_id,description,path_in_dataset,file_exists
sample_00029,Black Panda - The Crypts!,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/131/131153.mp3,131153,,,True
sample_00030,Breathe New Life - Scott Holmes,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/114/114396.mp3,114396,,,True
sample_00031,Breeze Funk - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113025.mp3,113025,,,True
sample_00032,Burn - Room For A Ghost,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/061/061491.mp3,61491,,,True
sample_00033,Busby Berkeley - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022472.mp3,22472,,,True
sample_00034,Cassie Lace - The Zombie Dandies,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/147/147384.mp3,147384,,,True
sample_00035,Celia - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022480.mp3,22480,,,True
sample_00036,Chipho instrumental - RoccoW,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/074/074900.mp3,74900,,,True
sample_00037,Clay Heart - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/145/145816.mp3,145816,,,True
sample_00038,Cloudy - Subway Sonicbeat,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/071/071506.mp3,71506,,,True
sample_00039,Cold Chains - Rolemusic,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/114/114004.mp3,114004,,,True
sample_00040,Coliidae - K.D. Expression,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/033/033636.mp3,33636,,,True
sample_00041,Colossal Stillness - Scott Holmes,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/114/114404.mp3,114404,,,True
sample_00042,Convicted Jazz Drones - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113028.mp3,113028,,,True
sample_00043,CopperNickle - UncleBibby,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/107/107429.mp3,107429,,,True
sample_00044,Crossing - Los Llamarada,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/028/028753.mp3,28753,,,True
sample_00045,Dance Harder - Three Chain Links,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/123/123920.mp3,123920,,,True
sample_00046,Dance of the Martians (SynthStep Edit) - Maxim Kornyshev,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/136/136338.mp3,136338,,,True
sample_00047,Daylight Savings - My brother Daniel,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/117/117280.mp3,117280,,,True
sample_00048,Demolition - Michett,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/130/130608.mp3,130608,,,True
sample_00049,Different Day - First,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/013/013197.mp3,13197,,,True
sample_00050,Digital Lightning - Cloudkicker,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/112/112315.mp3,112315,,,True
sample_00051,Don't want to be your man - Frigg A Go Go (F.A.G.G.),REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/005/005289.mp3,5289,,,True
sample_00052,Dr Deimos-Scribble - Mizuki's Last Chance/Dr Deimos,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/074/074363.mp3,74363,,,True
sample_00053,Dr. Bodysnatcher - Modey Lemon,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003988.mp3,3988,,,True
sample_00054,Dreams - ENDRUDARK,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/089/089814.mp3,89814,,,True
sample_00055,Edge - Mystery Mammal,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/143/143051.mp3,143051,,,True
sample_00056,El Burrito - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113021.mp3,113021,,,True
sample_00057,Electric Girlfriend - The Zombie Dandies,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/147/147380.mp3,147380,,,True
sample_00058,Empower Thee - vargero,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/071/071505.mp3,71505,,,True
sample_00059,Empty Pockets - Pete Prodoehl,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/118/118055.mp3,118055,,,True
sample_00060,End of the Line - H-LR,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/145/145916.mp3,145916,,,True
sample_00061,End titles - Itsensäsyöjät,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/154/154926.mp3,154926,,,True
sample_00062,Endless - The Birth and Death of Silence,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/150/150311.mp3,150311,,,True
sample_00063,Enemy - Modey Lemon,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003976.mp3,3976,,,True
sample_00064,Enthalpy - Rolemusic,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/108/108855.mp3,108855,,,True
sample_00065,Evil Cannot Create - Caleb Lemond,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/135/135341.mp3,135341,,,True
sample_00066,Eyes Getting Louder - Mod Fun,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003966.mp3,3966,,,True
sample_00067,Fear - Los Fancy Free,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003857.mp3,3857,,,True
sample_00068,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/060/060834.mp3,60834,,,True
sample_00069,"First Glance - Oh Yeah, the Future",REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/127/127296.mp3,127296,,,True
sample_00070,Five 40 Derby/Slow Whistle - The Crypts!,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/131/131164.mp3,131164,,,True
sample_00071,Flashback - Seclorance,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/140/140324.mp3,140324,,,True
sample_00072,Fleslit - Fleslit,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/145/145801.mp3,145801,,,True
sample_00073,Fly 2 - Andre Jetson,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/152/152326.mp3,152326,,,True
sample_00074,Food and War - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022473.mp3,22473,,,True
sample_00075,Forest Silence - Serpentarivm,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/149/149695.mp3,149695,,,True
sample_00076,Formic Acid for Blood - Punk Rock Opera,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/149/149414.mp3,149414,,,True
sample_00077,Four and a Half Tatami - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/132/132442.mp3,132442,,,True
sample_00078,Fridge - Railkid Station,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/094/094342.mp3,94342,,,True
sample_00079,Fuckaboing - RoccoW,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/106/106336.mp3,106336,,,True
sample_00080,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/131/131168.mp3,131168,,,True
sample_00081,Gloomy Sunday - AmortE,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/036/036708.mp3,36708,,,True
sample_00082,"Go On, Then - Jim Rooster",REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/121/121722.mp3,121722,,,True
sample_00083,Hahaha - The Moi Non Plus,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/004/004385.mp3,4385,,,True
sample_00084,Half a Doubt - Droopies,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/127/127558.mp3,127558,,,True
sample_00085,Hammer and a Nail - Vienna Ditto,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/147/147303.mp3,147303,,,True
sample_00086,Happy - Lamprey,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/135/135370.mp3,135370,,,True
sample_00087,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/135/135209.mp3,135209,,,True
sample_00088,Hisko Detria - Hisko Detria,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/067/067162.mp3,67162,,,True
sample_00089,"Hungry - Oh Yeah, the Future",REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/127/127295.mp3,127295,,,True
sample_00090,I - Inflammator,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/141/141892.mp3,141892,,,True
sample_00091,I - Nocturnal Mayhem,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/141/141877.mp3,141877,,,True
sample_00092,I Can See Everything - Mod Fun,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003961.mp3,3961,,,True
sample_00093,I Close My Eyes - Miss Derringer,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003959.mp3,3959,,,True
sample_00094,I Dream So Vividly - Uninhabitable Mansions,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/005/005148.mp3,5148,,,True
sample_00095,I Fell - Mod Fun,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003962.mp3,3962,,,True
sample_00096,I Know His Blood - Vienna Ditto,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/107/107616.mp3,107616,,,True
sample_00097,I Think From Now On - Caleb Lemond,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/135/135339.mp3,135339,,,True
sample_00098,I'm gonna try to reach - Los Llamarada,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/028/028763.mp3,28763,,,True
sample_00099,If You're Ther - Nicola Ratti,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/024/024925.mp3,24925,,,True
sample_00100,Improvisation - Broken Chord,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/033/033630.mp3,33630,,,True
sample_00101,Infinite Light - Pipe Choir,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/129/129968.mp3,129968,,,True
sample_00102,Insectlaration of Independence - Punk Rock Opera,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/149/149413.mp3,149413,,,True
sample_00103,Introduction beats - Itsensäsyöjät,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/154/154920.mp3,154920,,,True
sample_00104,Invaders From Within - Monroeville Music Center,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/091/091160.mp3,91160,,,True
sample_00105,It Can't Be Bargained With - Three Chain Links,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/123/123918.mp3,123918,,,True
sample_00106,Jangus (inspired by ToeJam and Earl) - UncleBibby,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/107/107435.mp3,107435,,,True
sample_00107,John the Baby - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022474.mp3,22474,,,True
sample_00108,Johnny I Lie - The Moi Non Plus,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/004/004383.mp3,4383,,,True
sample_00109,KISS my Boots - The Zombie Dandies,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/147/147416.mp3,147416,,,True
sample_00110,KOMFORT - voyageurs,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/042/042772.mp3,42772,,,True
sample_00111,Key trick - Krisa,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/023/023573.mp3,23573,,,True
sample_00112,Killing Bosses - Gumbel,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/116/116881.mp3,116881,,,True
sample_00113,Kissing Scars - Caleb Lemond,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/135/135340.mp3,135340,,,True
sample_00114,Kumorizoranohajimarutokoro - Hosomi,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/024/024921.mp3,24921,,,True
sample_00115,L'arbre - Salmo,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/122/122680.mp3,122680,,,True
sample_00116,LIQUID SKULLS - voyageurs,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/042/042787.mp3,42787,,,True
sample_00117,La Nina Blanca - Vienna Ditto,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/107/107617.mp3,107617,,,True
sample_00118,"Lackadaisical - Oh Yeah, the Future",REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/127/127300.mp3,127300,,,True
sample_00119,Lady Love - Parsley Flakes,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/001/001382.mp3,1382,,,True
sample_00120,Laika - NGC 1365,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/033/033629.mp3,33629,,,True
sample_00121,Leaving Here - Mod Fun,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003971.mp3,3971,,,True
sample_00122,Let You're Body Move - D SMILEZ,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/136/136017.mp3,136017,,,True
sample_00123,Let's Start Out Slow - RoccoW,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/058/058483.mp3,58483,,,True
sample_00124,Let's the kids play - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113022.mp3,113022,,,True
sample_00125,Liar Liar Quietly - Vienna Ditto,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/147/147299.mp3,147299,,,True
sample_00126,Liberation is not Easy - Frigg A Go Go (F.A.G.G.),REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/005/005285.mp3,5285,,,True
sample_00127,Liberosis - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/132/132445.mp3,132445,,,True
sample_00128,Lights Up - Pipe Choir,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/129/129962.mp3,129962,,,True
sample_00129,Little Fingers - Vienna Ditto,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/107/107483.mp3,107483,,,True
sample_00130,Lost In The Music (D-Smilez Mix) - D SMILEZ,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/136/136016.mp3,136016,,,True
sample_00131,Lost Paradise - Autumn Interlude,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/149/149488.mp3,149488,,,True
sample_00132,Love Dream - The Zombie Dandies,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/147/147377.mp3,147377,,,True
sample_00133,Loved Ones - Rowan Box,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/148/148802.mp3,148802,,,True
sample_00134,"Lovedreams - Oh Yeah, the Future",REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/127/127298.mp3,127298,,,True
sample_00135,Mandrill - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022479.mp3,22479,,,True
sample_00136,March of the GPA Mechanics - [t]ghost,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/149/149755.mp3,149755,,,True
sample_00137,Mettle - Pipe Choir,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/129/129972.mp3,129972,,,True
sample_00138,Millitary Industrial Complex - Punk Rock Opera,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/149/149416.mp3,149416,,,True
sample_00139,Moja Krypta - AmortE,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/036/036707.mp3,36707,,,True
sample_00140,Monkeystage - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022477.mp3,22477,,,True
sample_00141,Moontime - The IMG,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/129/129265.mp3,129265,,,True
sample_00142,Morning Bell - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/140/140922.mp3,140922,,,True
sample_00143,Mosque - Sarin,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/113/113660.mp3,113660,,,True
sample_00144,Motocross Mania - Monroeville Music Center,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/091/091162.mp3,91162,,,True
sample_00145,Mountain Mist - Modey Lemon,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003974.mp3,3974,,,True
sample_00146,Music For an Underground Circu - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022476.mp3,22476,,,True
sample_00147,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/068/068666.mp3,68666,,,True
sample_00148,Natron Queen - AmortE,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/036/036706.mp3,36706,,,True
sample_00149,Nature Is Over / Defined - Bird Names,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/006/006792.mp3,6792,,,True
sample_00150,"New Brave Face - Oh Yeah, the Future",REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/127/127301.mp3,127301,,,True
sample_00151,New Life (take 1) - Bird Names,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/006/006789.mp3,6789,,,True
sample_00152,Niche Dreams - Square People,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/075/075787.mp3,75787,,,True
sample_00153,Night Drive - Decktonic,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/072/072075.mp3,72075,,,True
sample_00154,Night Owl - Broke For Free,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/042/042377.mp3,42377,,,True
sample_00155,Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/071/071512.mp3,71512,,,True
sample_00156,Norweigian Wood II - Bird Names,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/006/006791.mp3,6791,,,True
sample_00157,Nose - DUSTdevils,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/026/026730.mp3,26730,,,True
sample_00158,Nostalgia - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113017.mp3,113017,,,True
sample_00159,"November 25, 2007 - Kenneth Kirschner",REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/024/024922.mp3,24922,,,True
sample_00160,Nuo Maisemat - Paavoharju,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/031/031561.mp3,31561,,,True
sample_00161,OOOTHERSIDE - Liquid Paper - Mike B. Fort,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/142/142080.mp3,142080,,,True
sample_00162,OOOTHERSIDE - This Time - Mike B. Fort,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/142/142081.mp3,142081,,,True
sample_00163,OST 04 Ship under attack - sawsquarenoise,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/115/115814.mp3,115814,,,True
sample_00164,Ohtli - Seclorance,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/140/140344.mp3,140344,,,True
sample_00165,Okiirobo Navigation System - Henry Homesweet,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/022/022457.mp3,22457,,,True
sample_00166,On My Mind - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022475.mp3,22475,,,True
sample_00167,One Eyed Ghost/This is gonna be a rough show - The Crypts!,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/131/131160.mp3,131160,,,True
sample_00168,Only Instrumental - Broke For Free,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/042/042372.mp3,42372,,,True
sample_00169,Outro - Caleb Lemond,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/135/135342.mp3,135342,,,True
sample_00170,Paris - Fleslit,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/145/145803.mp3,145803,,,True
sample_00171,Pista Afuera - Epstein,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/024/024919.mp3,24919,,,True
sample_00172,Polinesia - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113020.mp3,113020,,,True
sample_00173,Ponky McFonky - My brother Daniel,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/117/117288.mp3,117288,,,True
sample_00174,Production - Bird Names,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/006/006796.mp3,6796,,,True
sample_00175,Promo Mix Vocal Edit (Luv Dub Mix) - Pierlo,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/064/064331.mp3,64331,,,True
sample_00176,Puertas de Fuego - Guerra de Cerdos,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/121/121253.mp3,121253,,,True
sample_00177,Reagan Shut Down the Asylums - Punk Rock Opera,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/149/149406.mp3,149406,,,True
sample_00178,Realize Me - Jim Rooster,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/121/121726.mp3,121726,,,True
sample_00179,Redlight - Room For A Ghost,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/061/061493.mp3,61493,,,True
sample_00180,Resistentialism - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/132/132443.mp3,132443,,,True
sample_00181,Roach-Man - Punk Rock Opera,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/149/149405.mp3,149405,,,True
sample_00182,Robocall - Legally Blind,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/130/130403.mp3,130403,,,True
sample_00183,Robot Heart - Mystery Mammal,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/143/143055.mp3,143055,,,True
sample_00184,Roland Garros 2048 - Zoliborz,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/115/115761.mp3,115761,,,True
sample_00185,Roller Star - Monroeville Music Center,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/091/091164.mp3,91164,,,True
sample_00186,Rolling On - Avaren,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/112/112373.mp3,112373,,,True
sample_00187,"Roundtrip - Oh Yeah, the Future",REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/127/127302.mp3,127302,,,True
sample_00188,Rumble - Railkid Station,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/094/094338.mp3,94338,,,True
sample_00189,Running Free - Michett featuring Kalipluche,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/131/131965.mp3,131965,,,True
sample_00190,SD (Ill Mix) - H-LR,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/145/145918.mp3,145918,,,True
sample_00191,Scape from the city - Rolemusic,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/091/091622.mp3,91622,,,True
sample_00192,Scramby Eggs - Andy G. Cohen,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/126/126300.mp3,126300,,,True
sample_00193,Sea Monster - The Crypts!,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/131/131122.mp3,131122,,,True
sample_00194,Seppuku Bot - Decktonic,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/087/087842.mp3,87842,,,True
sample_00195,Set Fire to Creation - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/140/140925.mp3,140925,,,True
sample_00196,Sfogare Il Dissenso - Deiezione HC,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/148/148889.mp3,148889,,,True
sample_00197,Shadow Government - Bird Names,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/006/006790.mp3,6790,,,True
sample_00198,She Works / Tepid Waters - Bird Names,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/006/006793.mp3,6793,,,True
sample_00199,Sheffield Hall - Andy G. Cohen,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/126/126294.mp3,126294,,,True
